Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,employee_id,satisfaction_txt,dissatisfaction_txt
28,No,Travel_Rarely,1144,Sales,10,1,Medical,1,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0,765,"Great place to work if you are a young, single, male software engineer.","Not a great place to work if you have a family, are female or have to manage people. Most managers do not have any management training, nor are they given any. There is no recognition given to engineering managers for their ability to help people's careers, performance, or as to how happy their people are with their manager. Almost all emphasis is placed on an engineering manager's technical contribution. Therefore, there is no incentive for managers to treat their employees well, meet with them or help them. Nor is there much incentive for managers to make good business decisions. Most engineering managers only care that they did something technically interesting. Whether it fails or not is not important. Whether it contributes to the company's strategy or business is not important. And certainly, whether their people grow and move forward with their careers is not important."
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2,766,"* I'm sure a ton of other people have talked about this but again, perks are awesome * They attract the best people because they are one of the best, and they make sure to invest on their employees we can continue being at the top * All you can learn, there are classes on everything that's hot (not just in tech) + the 20% time off is a great way to learn","It's easy to get carried away and spend all your time working on cool stuff, so make sure to spend some time for off-work events"
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7,767,Tons of smart people amazing infrastructure,"Competitive, hard to switch teams"
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,768,"The amenities, benefits, and work-life balance are great, and my projects are fairly interesting.","Although some people get onto good projects, good teams and are groomed as high performers, many people feel a lot of pressure to perform well at something that isn't particularly interesting or significant. There is a fair chance that you'll be underutilized being underutilized."
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,769,very good benefits and balance,management can overlook some people
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3,770,"Massive scale, huge opportunity to have impact. Smart people all around. Focused on what's best for users.  Sundar is a very strong CEO.","You have to love bureaucracy to thrive. If you do, this isn't a con. If you don't, you've been warned!"
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2,771,the job was paid well,job was some what challanging
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,772,Food and snacks are very tasty,office os located on very remote area
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3,773,perks and environment were great,some of the politics were bad
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,774,"Free meals for breakfast, lunch and dinner.",Everyone watching what you do
55,No,Non-Travel,444,Research & Development,2,1,Medical,1,3,Male,40,2,4,Manager,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,775,Perks like food and gym are great. Very friendly coworkers. Good work/life balance at my site (you can turn phone off at shift end unless you're on call),"In this position you are very limited in what work you're allowed to do. There are no promotions from this job and getting a transfer to a different job can be difficult (depending on your location). Doing the same job for 5+ years while waiting for a transfer to be available is boring.  The work can be physically difficult, many employees get repetitive stress injuries, back pain etc after a few years. Cutthroat competitive work environment leads to people rushing to have the best numbers and getting hurt.  Performance review process doesn't always fairly reflect work and there are no appeals.  No cost of living raises, COL increased a lot since I started but raises haven't kept up."
43,No,Travel_Rarely,415,Sales,25,3,Medical,1,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0,776,Get to working with great and smart people. Great benefits and salary.,Did not enjoy the long commute. I spent about 2 hours a day commuting to work.
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2,777,NA,NA
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0,778,"Free food, great opportunity to switch careers","Large organisation, lacks clear processes at times"
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7,779,"Great workplace, good perks, interesting projects","Hierarchical, no real talent programs, highly volatile peer skills"
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7,780,"It's Google, the stories are true.",Things are so good that you can sometimes lose your sense of ambition.
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9,781,"Depends on your team, but good work/life balance. Good perks.",Many high impact opportunities are located in Mountain View. Limited projects elsewhere.
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,782,Great company with amazing perks,They make you work really hard
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,783,Company takes very good care of their employee's. Customer friendly company who prides itself on creating the best products in an innovative way.,"Mostly contract work. Opportunity for full time work, however, most programs are in the beta stage where the company tests programs to see how successful they are. This could lead to temporary/seasonal work."
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,784,Excellent pay and benefits with a fun work environment,Canâ€™t get any work done with all this napping!
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,785,There are a lot of talented people.,"Recently, too many people, projects conflicting with each other."
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,786,You can learn a lot from them.,"There aren't any, actually."
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,787,Smart people. Laid back work environment. Lots of perks.,Lost within a big company. Not as much innovation as one would think. Under paid over qualified scenarios.
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,788,We started JAW with the principles of building long lasting and tight relationships with our clients and workforce.,The work life balance is tough on larger projects. However this is a part of running a business.
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,789,great place to work super energy,low pay long hours no advancement
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,790,"Perks are decent, Buses are nice.","Difficult to stand out, even on a small team. The compensation is rigidly structured based on levels and algorithms. Make sure you get a high offer coming in, because it's impossible to renegotiate your salary even when you're a high performer."
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2,791,"Organized, Productive, Well-Managed, Perceptive, Flexible",Chrome team itself is also 1000 employees
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7,792,Great workplace and incredibly fun,Very intense in terms of workload and competitive
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8,793,"Great benefits, great projects, lots of perks, great internal mobility. Awesome health insurance, 401k. For a software engineer, the choice of project team can be mind-boggling and excitement & learning can be had in every corner of the company.","Starting to get crowded at the mid to senior levels and more bureaucratic. Management quality can be spotty as management training has not kept pace with rapid hiring, so your experience with your manager can vary."
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2,794,"Change the world, value employees.",What is there no to like about Google.
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4,795,The perks are so nice.,"Big company, which causes Google to move slowly compared to a start up."
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0,796,People are helpful. You can start working on the first day since everything is well prepared. You can come to the office 7/24.,I can't think of any downside.
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6,797,"Good perks, brightest people I've ever met, nice offices.","Beware, do not factor equity into your package, they remove this on a whim and you'll be out thousands of dollars. Negotiate hard and remember that equity is not guaranteed."
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0,798,good to talented pros,challenging to new people
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2,799,- Leading researchers and engineers in the field - Great Food - They haven't lost their talent,NA
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,4,Male,35,3,4,Manager,1,Married,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7,800,"Great product, lots of upside to the business","Too many people, need to diversify the revenue streams"
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0,801,I enjoyed the snacks they offered.,The work was difficult to do here
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,802,Great work environment for all. Very transparent company.,"n/a, nothing comes to mind."
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,803,"Instead of googling what you're curious about, you can just ask one of the other employees.",Gained a lot of weight due to all the free candy bars.
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,804,Good company and lots of experience,Too much of a commute for some people
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1,Male,35,4,4,Manager,4,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,805,Decent (but not leading) compensation. Well known perks like free food. Some talented coworkers.,"Giant corporation with high levels of bureaucracy, incompetence, and politics. Very splintered geographically and organizationally. Disorganized. Poor - basically nonexistent - leadership. Food's not always good, even for free. Cynical culture."
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,806,"Fantastic benefits. And at work you're treated like a human being, not a cog",Overabundance of middle management -- difficult to advance beyond
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0,807,Free food and great compensation.,"Many smart people, always competitive"
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7,808,"smart people around you, well compensated, always something new to work on",hard to get promoted after a certain level of seniority
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,809,"Safety first in all we do, personnel valued over equipment Teams of brilliant people working well together Resources usually not an issue Outstanding employee benefits packages and insurances","Coming from a military career, expectations are very vague Constantly learning how things work due to being on the bleeding edge of technology."
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,810,I work at Google so that is pretty great,I'm really board and I don't feel like I am building anything new
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1,Male,52,3,4,Manager,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9,811,smart coworkers and nice management,do not know about the cons
